user_id,product_id,action
52,10004,purchase
52,10293,view
52,10203,view
52,10038,purchase
52,10144,view
52,10050,view
53,10278,purchase
53,10186,purchase
53,10286,view
53,10078,view
53,10098,view
53,10053,view
53,10128,view
53,10204,view
53,10155,purchase
54,10252,purchase
54,10275,view
54,10276,view
54,10172,purchase
54,10021,view
54,10281,view
54,10268,view
54,10266,view
54,10099,view
55,10144,purchase
55,10297,view
55,10139,view
55,10191,view
55,10045,purchase
55,10097,view
55,10040,purchase
55,10086,purchase
55,10295,view
56,10041,view
56,10116,view
56,10047,purchase
56,10265,view
56,10098,view
56,10253,view
56,10155,purchase
56,10237,purchase
56,10164,view
57,10054,view
57,10271,view
57,10198,view
57,10209,view
57,10007,view
57,10068,view
57,10058,view
57,10274,purchase
57,10261,view
58,10128,view
58,10179,view
58,10228,purchase
58,10238,view
58,10193,view
58,10070,view
58,10239,purchase
58,10010,purchase
58,10081,view
59,10161,purchase
59,10088,view
59,10108,view
59,10039,purchase
59,10143,view
59,10019,purchase
59,10115,view
59,10013,view
59,10048,purchase
60,10174,view
60,10196,purchase
60,10019,view
60,10275,view
60,10011,view
60,10185,purchase
60,10278,view
60,10038,purchase
60,10198,purchase
